stop_id,stop_name,stop_lat,stop_lon
STIB-6649F,PORTE DE NINOVE,50.850667,4.338989
STIB-6650G,ARTS ET METIERS,50.847602,4.337914
STIB-6651,YSER,50.857525,4.34867
STIB-6653F,PORTE DE NINOVE,50.850353,4.338531
STIB-6654F,PORTE DE FLANDRE,50.853685,4.341809
STIB-6657,LEMONNIER,50.840048,4.340684
STIB-6659F,PTE D'ANDERLECHT,50.844281,4.339209
STIB-6702,BORNE,50.855459,4.335186
STIB-6705F,BARA,50.838915,4.337476
STIB-6706,SAVONNERIE,50.853178,4.331389
STIB-6754,BORNE,50.854151,4.335549
STIB-6755,COMTE DE FLANDRE,50.856013,4.338104
STIB-6792F,VAN BEETHOVEN,50.828862,4.292786
STIB-6799F,VAN BEETHOVEN,50.828656,4.292407
STIB-6800F,GARE DE JETTE,50.88024,4.330053
STIB-6803F,LENOIR,50.876838,4.328183
STIB-6804F,PLACE R. ASTRID,50.873369,4.325787
STIB-6805,BROUSTIN,50.867911,4.326561
STIB-6805F,BROUSTIN,50.86791,4.326554
STIB-6808G,CONSEIL,50.839317,4.32954
STIB-6809F,DOUVRES,50.836065,4.314026
STIB-6810,MEIR,50.832679,4.30178
STIB-6811,YSAYE,50.83078,4.297495
STIB-6812,MEIR,50.832679,4.30178
STIB-6856,YSAYE,50.830357,4.296602
STIB-6856B,YSAYE,50.830357,4.296602
STIB-6857,MEIR,50.832599,4.302702
STIB-6858G,DOUVRES,50.836122,4.314737
STIB-6860G,CONSEIL,50.83914,4.329839
STIB-6864F,BROUSTIN,50.868309,4.326364
STIB-6865F,MIROIR,50.871221,4.324418
STIB-6866F,PLACE R. ASTRID,50.873537,4.325971
STIB-6867F,LENOIR,50.876532,4.32805
STIB-6869G,GARE DE JETTE,50.880121,4.33042
STIB-7222,TERVUREN STATION,50.829481,4.513351
STIB-7223,OPPEMSTRAAT,50.825587,4.507233
STIB-7224,BRUSSELSESTEENWEG,50.821895,4.497642
STIB-7225,RAVENSTEIN,50.817488,4.48293
STIB-7236,SOLBOSCH,50.810506,4.385839
STIB-7303,BRUSSELSESTEENWEG,50.822983,4.501666
STIB-7304,OPPEMSTRAAT,50.825667,4.50858
STIB-7305,TERVUREN STATION,50.829605,4.513954
STIB-7330,DIEWEG,50.795596,4.348866
STIB-7331,THEVENET,50.794716,4.352426
STIB-7332,LANCASTER,50.794677,4.357854
STIB-7449,SOLBOSCH,50.810823,4.38584
STIB-7465,KEYENBEMPT,50.793425,4.32056
STIB-7468,GRAND'ROUTE,50.787383,4.316901
STIB-7469,DROGENBOS,50.784594,4.318938
STIB-7472,DROGENBOS,50.784693,4.31895
STIB-7474,GRAND'ROUTE,50.787735,4.317477
STIB-7498B,ULB,50.813636,4.384346
STIB-7501,HIPPODROME,50.84953,4.505415
STIB-7565,MADOUX,50.827539,4.444609
STIB-7671,EDDY MERCKX,50.816611,4.281609
STIB-7673,ERASME,50.815161,4.264249
STIB-7675,EDDY MERCKX,50.81636,4.282202
STIB-7715,STOCKEL,50.840322,4.465208
STIB-7753,AUMALE,50.839661,4.312403
STIB-7754,BIZET,50.825175,4.297453
STIB-7755,LA ROUE,50.820754,4.293579
STIB-7757,LA ROUE,50.820839,4.293811
STIB-7759,AUMALE,50.839787,4.312758
STIB-7830,HIPPODROME,50.849905,4.505075
STIB-7832,STOCKEL,50.84108,4.465552
STIB-7978,DE VILLALOBAR,50.82752,4.43897
STIB-7980,AUDERGHEM-FORET,50.818329,4.450255
STIB-7995,DE VILLALOBAR,50.82796,4.438667
STIB-8011,DE BROUCKERE,50.850095,4.352165
STIB-8012,DE BROUCKERE,50.849821,4.352486
STIB-0010106,4 - Boulevard Anspach,50.850262,4.35174
STIB-0010206,2 - Place De Brouckère,50.851997,4.353216
STIB-0010306,3 - Place De Brouckère,50.851161,4.35289
STIB-0010406,1 - Place De Brouckère,50.851404,4.352492
STIB-8021,GARE CENTRALE,50.846679,4.358551
STIB-0020807,8 - Rue de Loxum,50.846802,4.358656
STIB-8022,GARE CENTRALE,50.846349,4.358776
STIB-0020107,1 - Putterie,50.846092,4.358117
STIB-0020207,2 - Rue des Colonies,50.846496,4.35904
STIB-0020307,3 - Rue des Colonies,50.846263,4.359026
STIB-0020407,3 - Rue des Colonies,50.846236,4.358926
STIB-0020507,5 - Rue Montagne du Parc,50.846029,4.359338
STIB-0020607,6 - Putterie,50.845867,4.358373
STIB-0020707,7 - Rue de Loxum,50.846721,4.358344
STIB-8031,PARC,50.845628,4.362431
STIB-8032,PARC,50.845688,4.362979
STIB-0030108,1 - Rue Royale,50.846631,4.362561
STIB-8041,ARTS-LOI,50.845476,4.369121
STIB-8042,ARTS-LOI,50.845333,4.36962
STIB-0040109,1 - Rue de la Loi,50.845544,4.368085
STIB-0040209,2 - Rue de la Loi,50.845796,4.368071
STIB-0040309,3 - Avenue des Arts,50.845751,4.36915
STIB-0040409,4 - Avenue des Arts,50.845256,4.368951
STIB-0040509,5 - Boulevard du Régent,50.845912,4.368667
STIB-0040609,6 - Boulevard du Régent,50.845427,4.368411
STIB-8051,MAELBEEK,50.84379,4.377084
STIB-8052,MAELBEEK,50.843654,4.377588
STIB-0050110,1 - Chaussée d'Etterbeek,50.843571,4.378137
STIB-0050210,2 - Rue de la Loi,50.843836,4.376348
STIB-0050310,3 - Rue de la Loi,50.843871,4.377853
STIB-0050410,4 - Rue Joseph II,50.844761,4.376391
STIB-0050510,5 - Rue de la Loi,50.844078,4.376476
STIB-8061,SCHUMAN,50.842972,4.380974
STIB-8062,SCHUMAN,50.842756,4.381829
STIB-0060111,1 - Rue de la Loi,50.842819,4.380707
STIB-0060411,3 - Rond-point Schuman,50.842738,4.383234
STIB-0060511,2 - Rond-point Schuman,50.842325,4.383064
STIB-8071,MERODE,50.839534,4.397696
STIB-8072,MERODE,50.839363,4.398282
STIB-0070112,1 - Avenue de l'Yser,50.839787,4.397885
STIB-0070212,2 - Avenue de Tervuren,50.839517,4.398751
STIB-0070312,3 - Avenue des Celtes,50.839148,4.398296
STIB-0070412,4 - Avenue des Gaulois,50.839212,4.397586
STIB-0070512,7 - Square Princesse Jean de Mérode,50.8394,4.399432
STIB-0070612,8 - Rue des Tongres,50.838636,4.399645
STIB-8081,MONTGOMERY,50.837822,4.407364
STIB-8082,MONTGOMERY,50.837806,4.407955
STIB-0080113,1 - Square Maréchal Montgomery,50.837589,4.408777
STIB-0080213,2 - Boulevard Saint-Michel,50.83688,4.407977
STIB-0080313,3 - Square Maréchal Montgomery,50.83715,4.406756
STIB-0080413,4 - Avenue de Tervuren,50.837986,4.406459
STIB-0080513,5 - Boulevard Brand Whitlock,50.838076,4.40829
STIB-8091,JOSEPH.-CHARLOTTE,50.840366,4.413792
STIB-8092,JOSEPH.-CHARLOTTE,50.840527,4.414051
STIB-0090114,1 - Square Joséphine-Charlotte,50.839998,4.412977
STIB-0090214,2 - Avenue de Woluwe-St-Lambert,50.840483,4.413659
STIB-0090314,3 - Avenue de Broqueville,50.840195,4.413871
STIB-8101,GRIBAUMONT,50.842506,4.418286
STIB-8102,GRIBAUMONT,50.842594,4.418967
STIB-0100115,1 - Avenue du Roi Chevalier,50.842549,4.417636
STIB-0100215,1 - Avenue du Roi Chevalier,50.842737,4.418133
STIB-0100315,2 - Avenue du Roi Chevalier,50.842252,4.418048
STIB-0100415,3 - Avenue Gribaumont,50.842261,4.417607
STIB-0100515,4 - Avenue Gribaumont,50.842666,4.417736
STIB-8111,TOMBERG,50.844316,4.425819
STIB-8112,TOMBERG,50.844833,4.426369
STIB-0110116,1 - Avenue Paul Hymans,50.843642,4.424822
STIB-0110216,2 - Avenue Paul Hymans,50.844739,4.425831
STIB-0110316,3 - Place du Tomberg,50.844082,4.426611
STIB-0110416,4 - Place du Tomberg,50.843588,4.425517
STIB-8121,ROODEBEEK,50.84753,4.435656
STIB-8122,ROODEBEEK,50.847552,4.436102
STIB-0120117,1 - Parking Roodebeek,50.84779,4.435917
STIB-0120217,2 - Avenue Paul Hymans,50.847897,4.437521
STIB-0120317,3 - Avenue Paul Hymans,50.847609,4.437833
STIB-0120417,4 - Woluwe Shopping Center,50.847716,4.438515
STIB-0120517,5 - Avenue Paul Hymans,50.847197,4.43495
STIB-0120617,6 - Avenue Paul Hymans,50.847413,4.434326
STIB-8131,VANDERVELDE,50.847387,4.446705
STIB-8132,VANDERVELDE,50.847439,4.447303
STIB-0130118,1 - Avenue Emile Vandervelde,50.847692,4.448526
STIB-0130218,2 - Avenue Emile Vandervelde,50.847342,4.447815
STIB-8141,ALMA,50.849881,4.453149
STIB-0140419,R MARTIN V,50.850002,4.453294
STIB-8142,ALMA,50.849991,4.4534
STIB-0140119,3 - Place de l'Alma,50.84998,4.453467
STIB-0140219,2 - Place de la Vecquée,50.849909,4.452832
STIB-8151,CRAINHEM,50.848796,4.458719
STIB-8152,CRAINHEM,50.848478,4.458929
STIB-0150120,1 - Avenue de Wezembeek,50.848781,4.458723
STIB-8161,STOCKEL,50.841872,4.464541
STIB-0160121,1 - Square Stockel,50.841432,4.464686
STIB-0160221,2 - Rue Dominique De Jonghe,50.842592,4.46378
STIB-8162,STOCKEL,50.841854,4.464406
STIB-8201,THIEFFRY,50.83369,4.401677
STIB-8202,THIEFFRY,50.833128,4.401864
STIB-0200131,1 - Pont Fernand Demany,50.833089,4.401756
STIB-0200231,2 - Pont Fernand Demany,50.832738,4.402125
STIB-8211,PETILLON,50.827929,4.403859
STIB-8212,PETILLON,50.827461,4.403987
STIB-0210132,1 - Avenue des Volontaires,50.827209,4.404094
STIB-0210232,2 - Boulevard Louis Schimdt,50.82951,4.40312
STIB-8221,HANKAR,50.821592,4.405618
STIB-8222,HANKAR,50.820889,4.405382
STIB-0220133,1 - Chaussée de Wavre,50.821571,4.405767
STIB-0220233,2 - Chaussée de Wavre,50.821746,4.405347
STIB-0220333,3 - Chaussée de Wavre,50.821949,4.405622
STIB-8231,DELTA,50.818685,4.404406
STIB-8232,DELTA,50.818202,4.404056
STIB-0230134,1 - Parking Delta,50.817405,4.405234
STIB-0230234,2 - Boulevard du Triomphe,50.818579,4.40264
STIB-0230334,3 - Boulevard des Invalides,50.818435,4.404655
STIB-0230434,4 - Rue Jules Cockx,50.817877,4.404314
STIB-0230634,BD INVALIDES/R TROIS PONTS,50.818363,4.404342
STIB-8241,BEAULIEU,50.815128,4.409346
STIB-8242,BEAULIEU,50.81505,4.409977
STIB-0240135,1 - Rue Jules Cockx,50.815143,4.409264
STIB-0240235,2 - Rue Jules Cockx,50.815251,4.408625
STIB-0240335,3 - Avenue des Meuniers,50.815107,4.410413
STIB-0240435,4 - Avenue des Meuniers,50.81499,4.410427
STIB-0240535,5 - Rue Jules Cockx,50.815116,4.408654
STIB-8251,DEMEY,50.813545,4.421005
STIB-8252,DEMEY,50.813192,4.42192
STIB-0250136,1 - Avenue E.Van Nieuwenhuyse,50.813692,4.419436
STIB-0250236,2 - Avenue Louis Dehoux,50.814051,4.420629
STIB-0250336,3 - Avenue Louis Dehoux,50.813331,4.422501
STIB-0250436,4 - Avenue Louis Dehoux,50.813385,4.422416
STIB-0250536,5 - Avenue E.Van Nieuwenhuyse,50.812954,4.421422
STIB-8261,HERRMANN-DEBROUX,50.812195,4.428503
STIB-8262,HERRMANN-DEBROUX,50.812243,4.429236
STIB-0260137,1 - Avenue Herrmann-Debroux,50.812123,4.428317
STIB-0260237,2 - Avenue Herrmann-Debroux,50.812555,4.428317
STIB-8271,SAINTE-CATHERINE,50.852347,4.347749
STIB-8272,SAINTE-CATHERINE,50.8519,4.348012
STIB-0270105,1 - Quai au Bois à Brûler,50.851934,4.348232
STIB-0270305,1 - Quai aux Briques,50.851853,4.347863
STIB-0270405,1 - Quai aux Briques,50.852581,4.347365
STIB-0270505,1 - Quai aux Briques,50.853165,4.346953
STIB-0270605,1 - Quai au Bois à Brûler,50.852949,4.347536
STIB-8281,COMTE DE FLANDRE,50.854968,4.340056
STIB-8282,COMTE DE FLANDRE,50.854705,4.340542
STIB-0280104,1 - Rue du Comte de Flandre,50.855258,4.339383
STIB-0280204,2 - Rue Sainte-Marie,50.854351,4.341457
STIB-8291,ETANGS NOIRS,50.857096,4.332019
STIB-8292,ETANGS NOIRS,50.857125,4.333143
STIB-0290103,1 - Place des Étangs Noirs,50.857018,4.33292
STIB-0290203,2 - Chaussée de Gand,50.856901,4.331641
STIB-8301,TRONE,50.840792,4.366343
STIB-8302,TRONE,50.841001,4.366499
STIB-0300147,1 - Rue du Luxembourg,50.840681,4.366097
STIB-0300247,2 - Rue Montoyer,50.841885,4.367091
STIB-8311,PORTE DE NAMUR,50.838022,4.361236
STIB-8312,PORTE DE NAMUR,50.838185,4.361699
STIB-0310146,1 - Chaussée d'Ixelles,50.838163,4.361725
STIB-0310246,2 - Avenue de la Toison d'Or,50.837921,4.361157
STIB-0310346,3 - Boulevard de Waterloo,50.838936,4.361512
STIB-0310446,4 - Boulevard du Régent,50.839026,4.361682
STIB-0310546,5 - Place du Champ de Mars,50.838748,4.363187
STIB-0310646,6 - Square du Bastion,50.838154,4.362307
STIB-8321,LOUISE,50.835061,4.35424
STIB-8322,LOUISE,50.835176,4.354622
STIB-0320145,1 - Avenue Louise,50.835592,4.355692
STIB-0320245,2 - Avenue Louise,50.835295,4.355181
STIB-0320345,3 - Boulevard de Waterloo,50.836131,4.355124
STIB-0320445,4 - Boulevard de Waterloo,50.83632,4.35555
STIB-0370545,5 - Place Louise,50.835772,4.354925
STIB-8331,HOTEL DES MONNAIES,50.833229,4.348571
STIB-8332,HOTEL DES MONNAIES,50.833309,4.349219
STIB-0330144,1 - Boulevard de Waterloo,50.833946,4.349829
STIB-0330244,2 - Avenue de la Toison d'Or,50.833658,4.350923
STIB-0330344,3 - Avenue Henri Jaspar,50.833389,4.35027
STIB-0330444,4 - Boulevard de Waterloo,50.833766,4.349432
STIB-8341,PORTE DE HAL,50.833941,4.343077
STIB-8342,PORTE DE HAL,50.833713,4.343513
STIB-0340143,1 - Rue César de Paepe,50.833522,4.342831
STIB-0340243,2 - Boulevard du Midi,50.833774,4.343527
STIB-0340343,3 - Chaussée de Forest,50.832605,4.342335
STIB-0340443,4 - Avenue de la Porte de Hal,50.832713,4.343641
STIB-8351,GARE DU MIDI,50.83627,4.338166
STIB-8352,GARE DU MIDI,50.836258,4.33847
STIB-0350142,1 - Avenue Fonsny,50.835948,4.337833
STIB-0350242,2 - Gare SNCB,50.836766,4.336583
STIB-0350642,6 - Boulevard de l'Europe,50.837629,4.336781
STIB-0350742,7 - Avenue Fonsny,50.83602,4.338656
STIB-8361,CLEMENCEAU,50.84082,4.331202
STIB-8362,CLEMENCEAU,50.84069,4.331467
STIB-0360141,1 - Rue de la Clinique,50.840621,4.331299
STIB-0360241,2 - Chaussée de Mons,50.841807,4.33012
STIB-8371,DELACROIX,50.845158,4.324324
STIB-8372,DELACROIX,50.844982,4.324744
STIB-0370140,1 - Rue Léon Delacroix,50.845293,4.324892
STIB-0370340,3 - Quai Fernand Demets,50.845006,4.325275
STIB-0370440,4 - Quai de l'Industrie,50.844727,4.325787
STIB-8381,GARE DE L'OUEST,50.849014,4.32149
STIB-8382,GARE DE L'OUEST,50.848922,4.321442
STIB-8401,ARTS-LOI,50.84544,4.368744
STIB-8402,ARTS-LOI,50.845572,4.36886
STIB-8411,MADOU,50.849728,4.369174
STIB-8412,MADOU,50.849916,4.369168
STIB-0410148,1 - Place Madou,50.848897,4.369718
STIB-0410248,2 - Boulevard Bischoffsheim,50.85029,4.368397
STIB-0410348,3 - Rue des Cultes,50.850425,4.368355
STIB-0410448,4 - Place Madou,50.849814,4.369491
STIB-8421,BOTANIQUE,50.85399,4.365557
STIB-8422,BOTANIQUE,50.854096,4.365291
STIB-0420149,1 - Rue Royale,50.853598,4.366153
STIB-0420349,3 - Boulevard du Jardin Botanique,50.85305,4.365216
STIB-8431,ROGIER,50.855412,4.358416
STIB-8432,ROGIER,50.85556,4.358317
STIB-0430150,1 - Boulevard du Jardin Botanique,50.855072,4.35847
STIB-0430250,2 - Boulevard Adolphe Max,50.855369,4.357732
STIB-0430350,3 - Boulevard Adolphe Max,50.855162,4.357533
STIB-0430450,1 - Boulevard du Jardin Botanique,50.854893,4.359124
STIB-0430550,1 - City 2,50.854839,4.358399
STIB-0430650,8 - Place Charles Rogier,50.855567,4.358754
STIB-0430750,7 - Place Charles Rogier,50.855953,4.358754
STIB-0430850,4 - Avenue du Boulevard,50.855953,4.357561
STIB-0430950,9 - Manhattan center,50.85616,4.358101
STIB-0431050,3 - Boulevard Adolphe Max,50.855257,4.357899
STIB-0431150,2 - Boulevard Adolphe Max,50.855162,4.357689
STIB-8441,YSER,50.857226,4.351501
STIB-8442,YSER,50.857321,4.351197
STIB-0440151,1 - Boulevard Baudouin,50.857058,4.352902
STIB-0440251,2 - Chaussée d'Anvers,50.857175,4.35242
STIB-0440351,3 - Porte d'Anvers,50.8566,4.352633
STIB-0440451,4 - Boulevard d'Anvers,50.857409,4.350204
STIB-0440551,5 - Boulevard d'Anvers,50.857516,4.349877
STIB-0440651,6 - Parc Maximilien,50.857957,4.350246
STIB-8461,RIBAUCOURT,50.860406,4.339753
STIB-8462,RIBAUCOURT,50.860516,4.339485
STIB-0460152,1 - Boulevard Léopold II,50.860813,4.338286
STIB-0460252,1 - Rue de Ribaucourt,50.860014,4.341262
STIB-8471,ELISABETH,50.862859,4.33142
STIB-8472,ELISABETH,50.863138,4.330743
STIB-8641,ERASME,50.815223,4.266114
STIB-8642,ERASME,50.815237,4.267327
STIB-7640122,1 - Route de Lennik,50.815503,4.268103
STIB-7640222,2 - Route de Lennik,50.815144,4.268231
STIB-7640322,3 - Hôpital Erasme,50.815142,4.266188
STIB-8651,EDDY MERCKX,50.816767,4.280609
STIB-8652,EDDY MERCKX,50.816504,4.281547
STIB-7650123,1 - Boulevard Josse Leemans,50.816494,4.281794
STIB-7650223,2 - Route de Lennik,50.816609,4.279821
STIB-8661,CERIA,50.816162,4.289054
STIB-8662,CERIA,50.816451,4.290203
STIB-7660124,1 - Chaussée de Mons,50.816761,4.290734
STIB-7660224,2 - Parking CERIA,50.815743,4.288323
STIB-8671,LA ROUE,50.82092,4.293693
STIB-8672,LA ROUE,50.821263,4.294043
STIB-7670125,1 - Chaussée de Mons,50.820538,4.293523
STIB-7670225,2 - Chaussée de Mons,50.821734,4.294287
STIB-8681,BIZET,50.824934,4.297078
STIB-8682,BIZET,50.825167,4.297644
STIB-7680126,1 - Place Bizet,50.825215,4.297873
STIB-8691,VEEWEYDE,50.829391,4.300578
STIB-8692,VEEWEYDE,50.829611,4.300732
STIB-7690127,1 - Avenue Gounod,50.830188,4.300846
STIB-7690227,2 - Place Verdi,50.828345,4.2995
STIB-8701,SAINT-GUIDON,50.834649,4.305052
STIB-8702,SAINT-GUIDON,50.834928,4.305314
STIB-7700128,1 - Cours Saint-Guidon,50.83483,4.305595
STIB-7700228,2 - Cours Saint-Guidon,50.834848,4.306277
STIB-8711,AUMALE,50.839462,4.312081
STIB-8712,AUMALE,50.839675,4.312518
STIB-7710129,1 - Square E. Vander Bruggen,50.839328,4.312645
STIB-7710229,2 - Place du Repos,50.83993,4.31202
STIB-8721,JACQUES BREL,50.843785,4.318032
STIB-8722,JACQUES BREL,50.843982,4.318166
STIB-7720130,1 - Avenue Norbert Gille,50.842845,4.317781
STIB-7720230,2 - Avenue Norbert Gille,50.842512,4.317185
STIB-7720330,3 - Boulevard Jules Graindor,50.845237,4.318389
STIB-7720430,4 - Boulevard Jules Graindor,50.844652,4.318176
STIB-8731,GARE DE L'OUEST,50.848584,4.320673
STIB-8732,GARE DE L'OUEST,50.848979,4.321096
STIB-8733,GARE DE L'OUEST,50.848995,4.320946
STIB-7730101,1 - Avenue Joseph Baeck,50.848943,4.320479
STIB-7730501,5 - Rue Verheyden,50.848609,4.320686
STIB-7730601,6 - Chaussée de Ninove,50.848636,4.320433
STIB-8741,BEEKKANT,50.853111,4.322763
STIB-8742,BEEKKANT,50.853386,4.322974
STIB-7740102,1 - Rue Dubois-Thorn,50.853644,4.322939
STIB-7740202,2 - Rue Alphonse Vandenpeereboom,50.853312,4.3246
STIB-8743,BEEKKANT,50.853428,4.322773
STIB-8744,BEEKKANT,50.85335,4.323113
STIB-8753,OSSEGHEM,50.857115,4.325218
STIB-8754,OSSEGHEM,50.85685,4.325246
STIB-7750139,1 - Chaussée de Gand,50.85724,4.324938
STIB-7750239,2 - Avenue Mahatma Gandhi,50.857402,4.324994
STIB-8763,SIMONIS,50.863645,4.330848
STIB-8764,SIMONIS,50.86312,4.330479
STIB-0470138,1 - Boulevard Léopold II,50.863445,4.330997
STIB-0470238,2 - Rue de l'Armistice,50.863625,4.331196
STIB-0470338,3 - Rue de l'Armistice,50.86269,4.329918
STIB-0470438,4 - Boulevard Léopold II,50.862851,4.330131
STIB-0470638,6 - Place Simonis,50.863435,4.328369
STIB-0470738,6 - Place Simonis,50.864047,4.328866
STIB-8773,BELGICA,50.868525,4.33685
STIB-7770154,1 - Boulevard Belgica,50.867797,4.336051
STIB-7770254,2 - Boulevard Belgica,50.867438,4.335469
STIB-8774,BELGICA,50.868474,4.336964
STIB-8783,PANNENHUIS,50.873666,4.343031
STIB-7780155,1 - Rue Charles Demeer,50.872815,4.3421
STIB-8784,PANNENHUIS,50.873614,4.343137
STIB-8793,BOCKSTAEL,50.879149,4.347845
STIB-7790156,1 - Rue Léopold I,50.877913,4.348491
STIB-7790256,2 - Place Emile Bockstael,50.877787,4.347567
STIB-7790356,3 - Boulevard Emile Bockstael,50.879477,4.347567
STIB-7790456,4 - Rue du Champ de la Couronne,50.880205,4.347254
STIB-7790556,5 - Rue des Artistes,50.88008,4.348007
STIB-8794,BOCKSTAEL,50.879152,4.347993
STIB-8803,STUYVENBERGH,50.885588,4.342629
STIB-7800157,1 - Boulevard de Smet de Naeyer,50.886227,4.342306
STIB-7800257,4 - Avenue Houba-de Strooper,50.885796,4.342178
STIB-7800357,3 - Boulevard de Smet de Naeyer,50.886119,4.341496
STIB-7800457,2 - Avenue Houba-de Strooper,50.886425,4.342135
STIB-8804,STUYVENBERGH,50.88564,4.342738
STIB-8813,HOUBA-BRUGMANN,50.889549,4.337629
STIB-7810158,1 - Avenue Houba-de Strooper,50.889921,4.336803
STIB-7810258,2 - Rue du Heysel,50.890415,4.33713
STIB-8814,HOUBA-BRUGMANN,50.8896,4.337736
STIB-8823,HEYSEL,50.897076,4.335408
STIB-7820159,1 - Avenue Impératrice Charlotte,50.896896,4.336514
STIB-7820259,2 - Avenue des Athlètes,50.896915,4.337424
STIB-7820359,3 - Esplanade,50.896699,4.336813
STIB-7820459,4 - Esplanade,50.896888,4.337353
STIB-8824,HEYSEL,50.897198,4.335515
STIB-8825,HEYSEL,50.897102,4.33543
STIB-8833,ROI BAUDOUIN,50.896371,4.328009
STIB-8834,ROI BAUDOUIN,50.89646,4.327959
STIB-7830160,1 - Avenue Impératrice Charlotte,50.89658,4.329137
STIB-7830260,2 - Avenue Houba de Strooper,50.896444,4.328555
STIB-7830360,3 - Avenue des Citronniers,50.896111,4.326707
STIB-9023B,RUE TRAVERSIERE,50.854136,4.369269
STIB-9025,WTC,50.861751,4.356097
STIB-9047,STIENON,50.889855,4.328816
STIB-9051F,HEYSEL,50.896804,4.337345
STIB-9056F,HEYSEL,50.896415,4.338161
STIB-9059,HEILIGENBORRE,50.789581,4.420431
STIB-9060,QUETELET,50.85255,4.369293
STIB-9064,RUE TRAVERSIERE,50.855234,4.368981
STIB-9103,SQ. DU CENTENAIRE,50.876241,4.317873
STIB-9164,MARMOTTE,50.83677,4.498038
STIB-9169,VIER HUISKENS,50.853235,4.501137
STIB-9291,DAILLY,50.852818,4.387149
STIB-9292,SAINT-VINCENT,50.880967,4.401719
STIB-9296,DAILLY,50.853165,4.386831
STIB-9311,JULES BORDET,50.870901,4.418774
STIB-9561,VIER HUISKENS,50.853434,4.500712
STIB-9600B,BRUSSELS AIRPORT,50.898149,4.481761
STIB-9606,ENNEPETAL,50.919556,4.406551
STIB-9607,TWEE LEEUWENWEG,50.916874,4.402265
STIB-9608,VTM,50.914183,4.39907
STIB-9631,ENNEPETAL,50.919385,4.408232
STIB-9632,TWEE LEEUWENWEG,50.916875,4.402106
STIB-9634,VTM,50.91417,4.397798
STIB-9651,KERK RUISBROEK,50.789937,4.298511
STIB-9652,RUISBROEK CENTRUM,50.786863,4.296658
STIB-9654,KAPEL RUISBROEK,50.781484,4.289118
STIB-9655,VOETBALCLUB,50.779679,4.286436
STIB-9657,WATERBURY,50.770704,4.278427
STIB-9658,LOT STATION,50.765858,4.273673
STIB-9659,STATION LOT,50.767033,4.275008
STIB-9660,SPORTCENTRUM,50.784025,4.292617
STIB-9661,LAEKEBEEK,50.774131,4.281374
STIB-9677,WATERBURY,50.771319,4.279084
STIB-9679,VOETBALCLUB,50.779512,4.286327
STIB-9680,KAPEL RUISBROEK,50.781303,4.288971
STIB-9681,LAEKEBEEK,50.774003,4.281352
STIB-9682,RUISBROEK CENTRUM,50.786366,4.29607
STIB-9683,KERK RUISBROEK,50.790324,4.299536
STIB-9685,SPORTCENTRUM,50.784229,4.293069
STIB-9701,KERK MACHELEN,50.912789,4.435476
STIB-9702,RAEDEMAEKERS,50.908114,4.431682
STIB-9703,KASTEEL BEAULIEU,50.902928,4.427401
STIB-9725,KASTEEL BEAULIEU,50.902827,4.427601
STIB-9726,RAEDEMAEKERS,50.907328,4.432775
STIB-9727,PARKSTRAAT,50.910196,4.439199
STIB-9728,KONINGIN FABIOLA,50.911397,4.43972
STIB-9729,PELLENBERG,50.914276,4.435643
STIB-9753,BLOKKEN,50.921767,4.428813
STIB-9755,BICOQUE,50.912118,4.418122
STIB-9756,DIEGEMSTRAAT,50.907677,4.414105
STIB-9776,DIEGEMSTRAAT,50.907073,4.414178
STIB-9777,BICOQUE,50.912115,4.418529
STIB-9778,VIER FONTEINEN,50.915595,4.421979
STIB-9784B,VILVOORDE STATION,50.924502,4.43192
STIB-9851,LENNEKE MARE,50.856374,4.450134
STIB-9853,HOF TER MUSSCHEN,50.854452,4.447756
STIB-9876,LENNEKE MARE,50.856481,4.450342
STIB-9946,HAREN,50.893058,4.422934
STIB-9952G,FLAGEY,50.826431,4.372295
STIB-9959F,CHURCHILL,50.811688,4.354123
STIB-9963F,CHURCHILL,50.811841,4.354222
STIB-9969F,CHURCHILL,50.811985,4.353655
STIB-9972F,DIEWEG,50.796526,4.348173
STIB-9983,MEUDON,50.84476,4.417568
STIB-9986F,CHURCHILL,50.812075,4.35374
STIB-9996,MONTGOMERY,50.837483,4.406117
STIB-61,ALBERT,50.822303,4.343561
STIB-19,ALMA,50.849991,4.4534
STIB-65,ANNEESSENS,50.84449,4.345736
STIB-9,ARTS-LOI,50.845333,4.36962
STIB-29,AUMALE,50.839675,4.312518
STIB-35,BEAULIEU,50.81505,4.409977
STIB-2,BEEKKANT,50.853386,4.322974
STIB-54,BELGICA,50.868525,4.33685
STIB-26,BIZET,50.825167,4.297644
STIB-56,BOCKSTAEL,50.879149,4.347845
STIB-70,BOILEAU,50.832955,4.405187
STIB-49,BOTANIQUE,50.854096,4.365291
STIB-66,BOURSE,50.848086,4.349455
STIB-24,CERIA,50.816451,4.290203
STIB-41,CLEMENCEAU,50.84069,4.331467
STIB-4,COMTE DE FLANDRE,50.854705,4.340542
STIB-20,CRAINHEM,50.848478,4.458929
STIB-6,DE BROUCKERE,50.849821,4.352486
STIB-40,DELACROIX,50.844982,4.324744
STIB-34,DELTA,50.818202,4.404056
STIB-36,DEMEY,50.813192,4.42192
STIB-68,DIAMANT,50.848931,4.402428
STIB-23,EDDY MERCKX,50.816504,4.281547
STIB-53,ELISABETH,50.863138,4.330743
