trip_id,route_id
STIB-124898408289705001,STIB-55
STIB-124898409289705001,STIB-55
STIB-124898410289705001,STIB-55
STIB-124898411289705001,STIB-55
STIB-124898412289705001,STIB-55
STIB-124898413289705001,STIB-55
STIB-124898414289705001,STIB-55
STIB-124898415289705001,STIB-55
STIB-124898416289705001,STIB-55
STIB-124898417289705001,STIB-55
STIB-124898419289705001,STIB-55
STIB-124898420289705001,STIB-55
STIB-124898421289705001,STIB-55
STIB-124898422289705001,STIB-55
STIB-124898424289705001,STIB-55
STIB-124898425289705001,STIB-55
STIB-124898428289705001,STIB-55
STIB-124898429289705001,STIB-55
STIB-124898430289705001,STIB-55
STIB-124898431289705001,STIB-55
STIB-124898432289705001,STIB-55
STIB-124898433289705001,STIB-55
STIB-124898434289705001,STIB-55
STIB-124898435289705001,STIB-55
STIB-124898436289705001,STIB-55
STIB-124898437289705001,STIB-55
STIB-124898438289705001,STIB-55
STIB-124898439289705001,STIB-55
STIB-124898440289705001,STIB-55
STIB-124898441289705001,STIB-55
STIB-124898442289705001,STIB-55
STIB-124898443289705001,STIB-55
STIB-124898444289705001,STIB-55
STIB-124898446289705001,STIB-55
STIB-124898447289705001,STIB-55
STIB-124898448289705001,STIB-55
STIB-124898449289705001,STIB-55
STIB-124898450289705001,STIB-55
STIB-124898451289705001,STIB-55
STIB-124898452289705001,STIB-55
STIB-124898453289705001,STIB-55
STIB-124898454289705001,STIB-55
STIB-124898455289705001,STIB-55
STIB-124898456289705001,STIB-55
STIB-124898457289705001,STIB-55
STIB-124898459289705001,STIB-55
STIB-124898460289705001,STIB-55
STIB-124898463289705001,STIB-55
STIB-124898464289705001,STIB-55
STIB-124898465289705001,STIB-55
STIB-124898466289705001,STIB-55
STIB-124898467289705001,STIB-55
STIB-124898468289705001,STIB-55
STIB-124898469289705001,STIB-55
STIB-124898470289705001,STIB-55
STIB-124898471289705001,STIB-55
STIB-124898472289705001,STIB-55
STIB-124898473289705001,STIB-55
STIB-124898474289705001,STIB-55
STIB-124898475289705001,STIB-55
STIB-124898476289705001,STIB-55
STIB-124898477289705001,STIB-55
STIB-124898478289705001,STIB-55
STIB-124898480289705001,STIB-55
STIB-124898481289705001,STIB-55
STIB-124898482289705001,STIB-55
STIB-124898483289705001,STIB-55
STIB-124898485289705001,STIB-55
STIB-124898486289705001,STIB-55
STIB-124898487289705001,STIB-55
STIB-124898488289705001,STIB-55
STIB-124898491289705001,STIB-55
STIB-124898492289705001,STIB-55
STIB-124898493289705001,STIB-55
STIB-124898494289705001,STIB-55
STIB-124898495289705001,STIB-55
STIB-124898496289705001,STIB-55
STIB-124898497289705001,STIB-55
STIB-124898498289705001,STIB-55
STIB-124898499289705001,STIB-55
STIB-124898500289705001,STIB-55
STIB-124898501289705001,STIB-55
STIB-124898502289705001,STIB-55
STIB-124898503289705001,STIB-55
STIB-124898505289705001,STIB-55
STIB-124898506289705001,STIB-55
STIB-124898507289705001,STIB-55
STIB-124898508289705001,STIB-55
STIB-124898509289705001,STIB-55
STIB-124898510289705001,STIB-55
STIB-124898511289705001,STIB-55
STIB-124898512289705001,STIB-55
STIB-124898513289705001,STIB-55
STIB-124898515289705001,STIB-55
STIB-124898516289705001,STIB-55
STIB-124898517289705001,STIB-55
STIB-124898518289705001,STIB-55
STIB-124898521289705001,STIB-55
STIB-124898522289705001,STIB-55
STIB-124898523289705001,STIB-55
STIB-124898524289705001,STIB-55
STIB-124930752290024030,STIB-55
STIB-124930753290024030,STIB-55
STIB-124930754290024030,STIB-55
STIB-124930755290024030,STIB-55
STIB-124930756290024030,STIB-55
STIB-124930757290024030,STIB-55
STIB-124930758290024030,STIB-55
STIB-124930759290024030,STIB-55
STIB-124930760290024030,STIB-55
STIB-124930761290024030,STIB-55
STIB-124930762290024030,STIB-55
STIB-124930763290024030,STIB-55
STIB-124930764290024030,STIB-55
STIB-124930765290024030,STIB-55
STIB-124930766290024030,STIB-55
STIB-124930768290024030,STIB-55
STIB-124930769290024030,STIB-55
STIB-124930770290024030,STIB-55
STIB-124930771290024030,STIB-55
STIB-124930772290024030,STIB-55
STIB-124930773290024030,STIB-55
STIB-124930774290024030,STIB-55
STIB-124930775290024030,STIB-55
STIB-124930776290024030,STIB-55
STIB-124930777290024030,STIB-55
STIB-124930778290024030,STIB-55
STIB-124930779290024030,STIB-55
STIB-124930780290024030,STIB-55
STIB-124930781290024030,STIB-55
STIB-124930782290024030,STIB-55
STIB-124930783290024030,STIB-55
STIB-124930784290024030,STIB-55
STIB-124930785290024030,STIB-55
STIB-124930786290024030,STIB-55
STIB-124930787290024030,STIB-55
STIB-124930789290024030,STIB-55
STIB-124930790290024030,STIB-55
STIB-124930791290024030,STIB-55
STIB-124930792290024030,STIB-55
STIB-124930793290024030,STIB-55
STIB-124930794290024030,STIB-55
STIB-124930795290024030,STIB-55
STIB-124930796290024030,STIB-55
STIB-124930797290024030,STIB-55
STIB-124930798290024030,STIB-55
STIB-124930799290024030,STIB-55
STIB-124930800290024030,STIB-55
STIB-124930801290024030,STIB-55
STIB-124930802290024030,STIB-55
STIB-124930803290024030,STIB-55
STIB-124930804290024030,STIB-55
STIB-124930805290024030,STIB-55
STIB-124930806290024030,STIB-55
STIB-124930807290024030,STIB-55
STIB-124930809290024030,STIB-55
STIB-124930810290024030,STIB-55
STIB-124930811290024030,STIB-55
STIB-124930812290024030,STIB-55
STIB-124930813290024030,STIB-55
STIB-124930814290024030,STIB-55
STIB-124930815290024030,STIB-55
STIB-124930816290024030,STIB-55
STIB-124930819290024030,STIB-55
STIB-124930820290024030,STIB-55
STIB-124930821290024030,STIB-55
STIB-124930822290024030,STIB-55
STIB-124930823290024030,STIB-55
STIB-124930824290024030,STIB-55
STIB-124930825290024030,STIB-55
STIB-124930826290024030,STIB-55
STIB-124930827290024030,STIB-55
STIB-124930829290024030,STIB-55
STIB-124930830290024030,STIB-55
STIB-124930831290024030,STIB-55
STIB-124930832290024030,STIB-55
STIB-124930834290024030,STIB-55
STIB-124930835290024030,STIB-55
STIB-124930836290024030,STIB-55
STIB-124930837290024030,STIB-55
STIB-124930838290024030,STIB-55
STIB-124930839290024030,STIB-55
STIB-124930840290024030,STIB-55
STIB-124930841290024030,STIB-55
STIB-124930842290024030,STIB-55
STIB-124930843290024030,STIB-55
STIB-124930844290024030,STIB-55
STIB-124930845290024030,STIB-55
STIB-124930846290024030,STIB-55
STIB-124930848290024030,STIB-55
STIB-124930849290024030,STIB-55
STIB-124930850290024030,STIB-55
STIB-124930851290024030,STIB-55
STIB-124930854290024030,STIB-55
STIB-124930855290024030,STIB-55
STIB-124930856290024030,STIB-55
STIB-124930859290024030,STIB-55
STIB-124930860290024030,STIB-55
STIB-124930861290024030,STIB-55
STIB-124930862290024030,STIB-55
STIB-124930863290024030,STIB-55
STIB-124930864290024030,STIB-55
STIB-124930865290024030,STIB-55
STIB-124930866290024030,STIB-55
STIB-124930867290024030,STIB-55
STIB-124930868290024030,STIB-55
STIB-124930869290024030,STIB-55
STIB-124930870290024030,STIB-55
STIB-124930871290024030,STIB-55
STIB-124930872290024030,STIB-55
STIB-124930873290024030,STIB-55
STIB-124930874290024030,STIB-55
STIB-124930875290024030,STIB-55
STIB-124930876290024030,STIB-55
STIB-124930877290024030,STIB-55
STIB-124930878290024030,STIB-55
STIB-124930879290024030,STIB-55
STIB-124930880290024030,STIB-55
STIB-124930881290024030,STIB-55
STIB-124930882290024030,STIB-55
STIB-124930883290024030,STIB-55
STIB-124930884290024030,STIB-55
STIB-124930885290024030,STIB-55
STIB-124930886290024030,STIB-55
STIB-124930887290024030,STIB-55
STIB-124930888290024030,STIB-55
STIB-124930889290024030,STIB-55
STIB-124930890290024030,STIB-55
STIB-124930891290024030,STIB-55
STIB-124930892290024030,STIB-55
STIB-124930893290024030,STIB-55
STIB-124930896290024030,STIB-55
STIB-124930897290024030,STIB-55
STIB-124930898290024030,STIB-55
STIB-124930899290024030,STIB-55
STIB-124930900290024030,STIB-55
STIB-124930901290024030,STIB-55
STIB-124930902290024030,STIB-55
STIB-124930904290024030,STIB-55
STIB-124930905290024030,STIB-55
STIB-124930906290024030,STIB-55
STIB-124930907290024030,STIB-55
STIB-124930910290024030,STIB-55
STIB-124930911290024030,STIB-55
STIB-124930913290024030,STIB-55
STIB-124930914290024030,STIB-55
STIB-124930915290024030,STIB-55
STIB-124930916290024030,STIB-55
STIB-124930918290024030,STIB-55
STIB-124930919290024030,STIB-55
STIB-124930920290024030,STIB-55
STIB-124930921290024030,STIB-55
STIB-124930922290024030,STIB-55
STIB-124930923290024030,STIB-55
STIB-124930924290024030,STIB-55
STIB-124930925290024030,STIB-55
STIB-124930926290024030,STIB-55
STIB-124930927290024030,STIB-55
STIB-124930928290024030,STIB-55
STIB-124930929290024030,STIB-55
STIB-124930932290024030,STIB-55
STIB-124930933290024030,STIB-55
STIB-124930934290024030,STIB-55
STIB-124930935290024030,STIB-55
STIB-124930936290024030,STIB-55
STIB-124930937290024030,STIB-55
STIB-124930938290024030,STIB-55
STIB-124930939290024030,STIB-55
STIB-124930940290024030,STIB-55
STIB-124930941290024030,STIB-55
STIB-124930942290024030,STIB-55
STIB-124930943290024030,STIB-55
STIB-124930944290024030,STIB-55
STIB-124930945290024030,STIB-55
STIB-124930946290024030,STIB-55
STIB-124930947290024030,STIB-55
STIB-124930948290024030,STIB-55
STIB-124930950290024030,STIB-55
STIB-124930951290024030,STIB-55
STIB-124930954290024030,STIB-55
STIB-124930955290024030,STIB-55
STIB-124930956290024030,STIB-55
STIB-124930957290024030,STIB-55
STIB-124930958290024030,STIB-55
STIB-124930959290024030,STIB-55
STIB-124930960290024030,STIB-55
STIB-124930961290024030,STIB-55
STIB-124930962290024030,STIB-55
STIB-124930963290024030,STIB-55
STIB-124930966290024030,STIB-55
STIB-124930967290024030,STIB-55
STIB-124930968290024030,STIB-55
STIB-124930969290024030,STIB-55
STIB-124930970290024030,STIB-55
STIB-124930971290024030,STIB-55
STIB-124930972290024030,STIB-55
STIB-124930973290024030,STIB-55
STIB-124930975290024030,STIB-55
STIB-124930977290024030,STIB-55
STIB-124930978290024030,STIB-55
STIB-124930979290024030,STIB-55
STIB-124930980290024030,STIB-55
STIB-124930983290024030,STIB-55
STIB-124930984290024030,STIB-55
STIB-124930985290024030,STIB-55
STIB-124930986290024030,STIB-55
STIB-124930987290024030,STIB-55
STIB-124930988290024030,STIB-55
STIB-124930989290024030,STIB-55
STIB-124930990290024030,STIB-55
STIB-124930991290024030,STIB-55
STIB-124930992290024030,STIB-55
STIB-124930993290024030,STIB-55
STIB-124930994290024030,STIB-55
STIB-124930995290024030,STIB-55
STIB-124930997290024030,STIB-55
STIB-124930998290024030,STIB-55
STIB-124930999290024030,STIB-55
STIB-124931000290024030,STIB-55
STIB-124931001290024030,STIB-55
STIB-124931002290024030,STIB-55
STIB-124931003290024030,STIB-55
STIB-124931004290024030,STIB-55
STIB-124931005290024030,STIB-55
STIB-124931007290024030,STIB-55
STIB-124931008290024030,STIB-55
STIB-124931009290024030,STIB-55
STIB-124931010290024030,STIB-55
STIB-124931013290024030,STIB-55
STIB-124931014290024030,STIB-55
STIB-124931015290024030,STIB-55
STIB-124931016290024030,STIB-55
STIB-124933800290024030,STIB-55
STIB-124933819290024030,STIB-55
STIB-124933821290024030,STIB-55
STIB-124882920289702501,STIB-55
STIB-124882921289702501,STIB-55
STIB-124882922289702501,STIB-55
STIB-124882923289702501,STIB-55
STIB-124882924289702501,STIB-55
STIB-124882925289702501,STIB-55
STIB-124882926289702501,STIB-55
STIB-124882927289702501,STIB-55
STIB-124882928289702501,STIB-55
STIB-124882929289702501,STIB-55
STIB-124882930289702501,STIB-55
STIB-124882931289702501,STIB-55
STIB-124882932289702501,STIB-55
STIB-124882933289702501,STIB-55
STIB-124882934289702501,STIB-55
STIB-124882935289702501,STIB-55
STIB-124882936289702501,STIB-55
STIB-124882937289702501,STIB-55
STIB-124882938289702501,STIB-55
STIB-124882939289702501,STIB-55
STIB-124882940289702501,STIB-55
STIB-124882942289702501,STIB-55
STIB-124882943289702501,STIB-55
STIB-124882944289702501,STIB-55
STIB-124882945289702501,STIB-55
STIB-124882946289702501,STIB-55
STIB-124882947289702501,STIB-55
STIB-124882948289702501,STIB-55
STIB-124882949289702501,STIB-55
STIB-124882950289702501,STIB-55
STIB-124882951289702501,STIB-55
STIB-124882952289702501,STIB-55
STIB-124882953289702501,STIB-55
STIB-124882954289702501,STIB-55
STIB-124882955289702501,STIB-55
STIB-124882956289702501,STIB-55
STIB-124882957289702501,STIB-55
STIB-124882958289702501,STIB-55
STIB-124882959289702501,STIB-55
STIB-124882960289702501,STIB-55
STIB-124882961289702501,STIB-55
STIB-124882963289702501,STIB-55
STIB-124882964289702501,STIB-55
STIB-124882965289702501,STIB-55
STIB-124882966289702501,STIB-55
STIB-124882967289702501,STIB-55
STIB-124882968289702501,STIB-55
STIB-124882969289702501,STIB-55
STIB-124882970289702501,STIB-55
STIB-124882971289702501,STIB-55
STIB-124882972289702501,STIB-55
STIB-124882973289702501,STIB-55
STIB-124882974289702501,STIB-55
STIB-124882975289702501,STIB-55
STIB-124882976289702501,STIB-55
STIB-124882977289702501,STIB-55
STIB-124882978289702501,STIB-55
STIB-124896595289702501,STIB-55
STIB-124896596289702501,STIB-55
STIB-124896597289702501,STIB-55
STIB-124896598289702501,STIB-55
STIB-124896599289702501,STIB-55
STIB-124896601289702501,STIB-55
STIB-124896602289702501,STIB-55
STIB-124896603289702501,STIB-55
STIB-124896604289702501,STIB-55
STIB-124896605289702501,STIB-55
STIB-124896606289702501,STIB-55
STIB-124896607289702501,STIB-55
STIB-124896608289702501,STIB-55
STIB-124896609289702501,STIB-55
STIB-124896610289702501,STIB-55
STIB-124896611289702501,STIB-55
STIB-124896612289702501,STIB-55
STIB-124896613289702501,STIB-55
STIB-124896614289702501,STIB-55
STIB-124896615289702501,STIB-55
STIB-124896616289702501,STIB-55
STIB-124896617289702501,STIB-55
STIB-124896618289702501,STIB-55
STIB-124896619289702501,STIB-55
STIB-124896620289702501,STIB-55
STIB-124896621289702501,STIB-55
STIB-124896622289702501,STIB-55
STIB-124896623289702501,STIB-55
STIB-124896624289702501,STIB-55
STIB-124896625289702501,STIB-55
STIB-124896626289702501,STIB-55
STIB-124896627289702501,STIB-55
STIB-124896628289702501,STIB-55
STIB-124896629289702501,STIB-55
STIB-124896630289702501,STIB-55
STIB-124896631289702501,STIB-55
STIB-124896632289702501,STIB-55
STIB-124896633289702501,STIB-55
STIB-124896634289702501,STIB-55
STIB-124896637289702501,STIB-55
STIB-124896638289702501,STIB-55
STIB-124896639289702501,STIB-55
STIB-124896640289702501,STIB-55
STIB-124896641289702501,STIB-55
STIB-124896642289702501,STIB-55
STIB-124896643289702501,STIB-55
STIB-124896644289702501,STIB-55
STIB-124896645289702501,STIB-55
STIB-124896646289702501,STIB-55
STIB-124896647289702501,STIB-55
STIB-124896648289702501,STIB-55
STIB-124896649289702501,STIB-55
STIB-124896650289702501,STIB-55
STIB-124896651289702501,STIB-55
STIB-124896652289702501,STIB-55
STIB-124896653289702501,STIB-55
STIB-124896654289702501,STIB-55
STIB-124896655289702501,STIB-55
STIB-124896656289702501,STIB-55
STIB-124896657289702501,STIB-55
STIB-124896658289702501,STIB-55
STIB-124896659289702501,STIB-55
STIB-124896660289702501,STIB-55
STIB-124896661289702501,STIB-55
STIB-124896662289702501,STIB-55
STIB-124896663289702501,STIB-55
STIB-124896664289702501,STIB-55
STIB-124896665289702501,STIB-55
STIB-124896666289702501,STIB-55
STIB-124896667289702501,STIB-55
STIB-124896669289702501,STIB-55
STIB-124896670289702501,STIB-55
STIB-124896671289702501,STIB-55
STIB-124896672289702501,STIB-55
STIB-124896673289702501,STIB-55
STIB-124896674289702501,STIB-55
STIB-124896675289702501,STIB-55
STIB-124896676289702501,STIB-55
STIB-124896677289702501,STIB-55
STIB-124896678289702501,STIB-55
STIB-124896679289702501,STIB-55
STIB-124896680289702501,STIB-55
STIB-124896681289702501,STIB-55
STIB-124896682289702501,STIB-55
STIB-124896683289702501,STIB-55
STIB-124896684289702501,STIB-55
STIB-124896685289702501,STIB-55
STIB-124896686289702501,STIB-55
STIB-124896687289702501,STIB-55
STIB-124896688289702501,STIB-55
STIB-124896689289702501,STIB-55
STIB-124896690289702501,STIB-55
STIB-124896691289702501,STIB-55
STIB-124896692289702501,STIB-55
STIB-124896693289702501,STIB-55
STIB-124896694289702501,STIB-55
STIB-124896695289702501,STIB-55
STIB-124896696289702501,STIB-55
STIB-124896697289702501,STIB-55
STIB-124896700289702501,STIB-55
STIB-124896701289702501,STIB-55
STIB-124896702289702501,STIB-55
STIB-124896703289702501,STIB-55
STIB-124896704289702501,STIB-55
STIB-124896705289702501,STIB-55
STIB-124896706289702501,STIB-55
STIB-124896707289702501,STIB-55
STIB-124896708289702501,STIB-55
STIB-124896709289702501,STIB-55
STIB-124896710289702501,STIB-55
STIB-124896711289702501,STIB-55
STIB-124896712289702501,STIB-55
STIB-124882679289675601,STIB-55
STIB-124882680289675601,STIB-55
STIB-124882681289675601,STIB-55
STIB-124882682289675601,STIB-55
STIB-124882683289675601,STIB-55
STIB-124882684289675601,STIB-55
STIB-124882685289675601,STIB-55
STIB-124882686289675601,STIB-55
STIB-124882687289675601,STIB-55
STIB-124882688289675601,STIB-55
STIB-124882689289675601,STIB-55
STIB-124882690289675601,STIB-55
STIB-124882691289675601,STIB-55
STIB-124882692289675601,STIB-55
STIB-124882693289675601,STIB-55
STIB-124882694289675601,STIB-55
STIB-124882695289675601,STIB-55
STIB-124882696289675601,STIB-55
STIB-124882697289675601,STIB-55
STIB-124882698289675601,STIB-55
STIB-124882699289675601,STIB-55
STIB-124882701289675601,STIB-55
STIB-124882702289675601,STIB-55
STIB-124882703289675601,STIB-55
STIB-124882704289675601,STIB-55
STIB-124882705289675601,STIB-55
STIB-124882706289675601,STIB-55
STIB-124882707289675601,STIB-55
STIB-124882708289675601,STIB-55
STIB-124882709289675601,STIB-55
STIB-124882710289675601,STIB-55
STIB-124882711289675601,STIB-55
STIB-124882712289675601,STIB-55
STIB-124882713289675601,STIB-55
STIB-124882714289675601,STIB-55
STIB-124882715289675601,STIB-55
STIB-124882716289675601,STIB-55
STIB-124882717289675601,STIB-55
STIB-124882718289675601,STIB-55
STIB-124882719289675601,STIB-55
STIB-124882720289675601,STIB-55
STIB-124882721289675601,STIB-55
STIB-124882722289675601,STIB-55
STIB-124882723289675601,STIB-55
STIB-124882724289675601,STIB-55
STIB-124882725289675601,STIB-55
STIB-124882726289675601,STIB-55
STIB-124882727289675601,STIB-55
STIB-124882728289675601,STIB-55
STIB-124882729289675601,STIB-55
STIB-124882730289675601,STIB-55
STIB-124882731289675601,STIB-55
STIB-124882732289675601,STIB-55
STIB-124882733289675601,STIB-55
STIB-124882734289675601,STIB-55
STIB-124882735289675601,STIB-55
STIB-124882736289675601,STIB-55
STIB-124882737289675601,STIB-55
STIB-124882738289675601,STIB-55
STIB-124882739289675601,STIB-55
STIB-124882740289675601,STIB-55
STIB-124882741289675601,STIB-55
STIB-124882742289675601,STIB-55
STIB-124882744289675601,STIB-55
STIB-124882745289675601,STIB-55
STIB-124882746289675601,STIB-55
STIB-124882747289675601,STIB-55
STIB-124882748289675601,STIB-55
STIB-124882749289675601,STIB-55
STIB-124882750289675601,STIB-55
STIB-124882751289675601,STIB-55
STIB-124882752289675601,STIB-55
STIB-124882753289675601,STIB-55
STIB-124882754289675601,STIB-55
STIB-124882755289675601,STIB-55
STIB-124882756289675601,STIB-55
STIB-124882757289675601,STIB-55
STIB-124882758289675601,STIB-55
STIB-124882759289675601,STIB-55
STIB-124882760289675601,STIB-55
STIB-124882761289675601,STIB-55
STIB-124882762289675601,STIB-55
STIB-124882763289675601,STIB-55
STIB-124882765289675601,STIB-55
STIB-124882766289675601,STIB-55
STIB-124882767289675601,STIB-55
STIB-124882768289675601,STIB-55
STIB-124882769289675601,STIB-55
STIB-124882770289675601,STIB-55
STIB-124882771289675601,STIB-55
STIB-124882772289675601,STIB-55
STIB-124882773289675601,STIB-55
STIB-124882774289675601,STIB-55
STIB-124882775289675601,STIB-55
STIB-124882776289675601,STIB-55
STIB-124882777289675601,STIB-55
STIB-124882778289675601,STIB-55
STIB-124882779289675601,STIB-55
STIB-124882780289675601,STIB-55
STIB-124882781289675601,STIB-55
STIB-124882783289675601,STIB-55
STIB-124882784289675601,STIB-55
STIB-124882785289675601,STIB-55
STIB-124882786289675601,STIB-55
STIB-124882787289675601,STIB-55
STIB-124882788289675601,STIB-55
STIB-124882789289675601,STIB-55
STIB-124882790289675601,STIB-55
STIB-124882791289675601,STIB-55
STIB-124882792289675601,STIB-55
STIB-124882793289675601,STIB-55
STIB-124882794289675601,STIB-55
STIB-124882795289675601,STIB-55
STIB-124882796289675601,STIB-55
STIB-124882797289675601,STIB-55
STIB-124882798289675601,STIB-55
STIB-124882801289675601,STIB-55
STIB-124882802289675601,STIB-55
STIB-124882803289675601,STIB-55
STIB-124882804289675601,STIB-55
STIB-124882805289675601,STIB-55
STIB-124882806289675601,STIB-55
STIB-124882807289675601,STIB-55
STIB-124882808289675601,STIB-55
STIB-124882809289675601,STIB-55
STIB-124882810289675601,STIB-55
STIB-124882811289675601,STIB-55
STIB-124882812289675601,STIB-55
STIB-124882813289675601,STIB-55
STIB-124882814289675601,STIB-55
STIB-124882815289675601,STIB-55
STIB-124882816289675601,STIB-55
STIB-124882819289675601,STIB-55
STIB-124882820289675601,STIB-55
STIB-124882821289675601,STIB-55
STIB-124882822289675601,STIB-55
STIB-124882823289675601,STIB-55
STIB-124882824289675601,STIB-55
STIB-124882825289675601,STIB-55
STIB-124882826289675601,STIB-55
STIB-124882827289675601,STIB-55
STIB-124882828289675601,STIB-55
STIB-124882829289675601,STIB-55
STIB-124882830289675601,STIB-55
STIB-124882831289675601,STIB-55
STIB-124882832289675601,STIB-55
STIB-124882833289675601,STIB-55
STIB-124898692289723001,STIB-56
STIB-124898693289723001,STIB-56
STIB-124898694289723001,STIB-56
STIB-124898695289723001,STIB-56
STIB-124898696289723001,STIB-56
STIB-124898697289723001,STIB-56
STIB-124898698289723001,STIB-56
STIB-124898699289723001,STIB-56
STIB-124898700289723001,STIB-56
STIB-124898701289723001,STIB-56
STIB-124898702289723001,STIB-56
STIB-124898703289723001,STIB-56
STIB-124898704289723001,STIB-56
STIB-124898705289723001,STIB-56
STIB-124898706289723001,STIB-56
STIB-124898707289723001,STIB-56
STIB-124898708289723001,STIB-56
STIB-124898709289723001,STIB-56
STIB-124898710289723001,STIB-56
STIB-124898711289723001,STIB-56
STIB-124898712289723001,STIB-56
STIB-124898713289723001,STIB-56
STIB-124898714289723001,STIB-56
STIB-124898715289723001,STIB-56
STIB-124898716289723001,STIB-56
STIB-124898717289723001,STIB-56
STIB-124898718289723001,STIB-56
STIB-124898719289723001,STIB-56
STIB-124898720289723001,STIB-56
STIB-124898721289723001,STIB-56
STIB-124898722289723001,STIB-56
STIB-124898723289723001,STIB-56
STIB-124898724289723001,STIB-56
STIB-124898725289723001,STIB-56
STIB-124898726289723001,STIB-56
STIB-124898727289723001,STIB-56
STIB-124898728289723001,STIB-56
STIB-124898729289723001,STIB-56
STIB-124898730289723001,STIB-56
STIB-124898731289723001,STIB-56
STIB-124898732289723001,STIB-56
STIB-124898733289723001,STIB-56
STIB-124898734289723001,STIB-56
STIB-124898735289723001,STIB-56
STIB-124898736289723001,STIB-56
STIB-124898737289723001,STIB-56
STIB-124898738289723001,STIB-56
STIB-124898739289723001,STIB-56
STIB-124898740289723001,STIB-56
STIB-124898741289723001,STIB-56
STIB-124898742289723001,STIB-56
STIB-124898743289723001,STIB-56
STIB-124898744289723001,STIB-56
STIB-124898745289723001,STIB-56
STIB-124898746289723001,STIB-56
STIB-124898747289723001,STIB-56
STIB-124898748289723001,STIB-56
STIB-124898749289723001,STIB-56
STIB-124898750289723001,STIB-56
STIB-124898751289723001,STIB-56
STIB-124898752289723001,STIB-56
STIB-124898753289723001,STIB-56
STIB-124898754289723001,STIB-56
STIB-124898755289723001,STIB-56
STIB-124898756289723001,STIB-56
STIB-124898757289723001,STIB-56
STIB-124898758289723001,STIB-56
STIB-124898759289723001,STIB-56
STIB-124898760289723001,STIB-56
STIB-124898761289723001,STIB-56
STIB-124898762289723001,STIB-56
STIB-124898763289723001,STIB-56
STIB-124898764289723001,STIB-56
STIB-124898765289723001,STIB-56
STIB-124898766289723001,STIB-56
STIB-124901871289723001,STIB-56
STIB-124901872289723001,STIB-56
STIB-124901873289723001,STIB-56
STIB-124901874289723001,STIB-56
STIB-124901875289723001,STIB-56
STIB-124901876289723001,STIB-56
STIB-124901877289723001,STIB-56
STIB-124901878289723001,STIB-56
STIB-124901879289723001,STIB-56
STIB-124901880289723001,STIB-56
STIB-124901881289723001,STIB-56
STIB-124901882289723001,STIB-56
STIB-124901883289723001,STIB-56
STIB-124901884289723001,STIB-56
STIB-124901885289723001,STIB-56
STIB-124901886289723001,STIB-56
STIB-124901887289723001,STIB-56
STIB-124901888289723001,STIB-56
STIB-124901889289723001,STIB-56
STIB-124901890289723001,STIB-56
STIB-124901891289723001,STIB-56
STIB-124901892289723001,STIB-56
STIB-124901893289723001,STIB-56
STIB-124901894289723001,STIB-56
STIB-124901895289723001,STIB-56
STIB-124901896289723001,STIB-56
STIB-124901897289723001,STIB-56
STIB-124901898289723001,STIB-56
STIB-124901899289723001,STIB-56
STIB-124901900289723001,STIB-56
STIB-124901901289723001,STIB-56
STIB-124901902289723001,STIB-56
STIB-124901903289723001,STIB-56
STIB-124901904289723001,STIB-56
STIB-124901905289723001,STIB-56
STIB-124901906289723001,STIB-56
STIB-124901907289723001,STIB-56
STIB-124901908289723001,STIB-56
STIB-124901909289723001,STIB-56
STIB-124901910289723001,STIB-56
STIB-124901911289723001,STIB-56
STIB-124901912289723001,STIB-56
STIB-124901913289723001,STIB-56
STIB-124901914289723001,STIB-56
STIB-124901915289723001,STIB-56
STIB-124901916289723001,STIB-56
STIB-124901917289723001,STIB-56
STIB-124901918289723001,STIB-56
STIB-124901919289723001,STIB-56
STIB-124901920289723001,STIB-56
STIB-124901921289723001,STIB-56
STIB-124901922289723001,STIB-56
STIB-124901923289723001,STIB-56
STIB-124901924289723001,STIB-56
STIB-124901925289723001,STIB-56
STIB-124901926289723001,STIB-56
STIB-124901927289723001,STIB-56
STIB-124901928289723001,STIB-56
STIB-124901929289723001,STIB-56
STIB-124901930289723001,STIB-56
STIB-124901931289723001,STIB-56
STIB-124901932289723001,STIB-56
STIB-124901933289723001,STIB-56
STIB-124901934289723001,STIB-56
STIB-124901935289723001,STIB-56
STIB-124901936289723001,STIB-56
STIB-124901937289723001,STIB-56
STIB-124901938289723001,STIB-56
STIB-124901939289723001,STIB-56
STIB-124901940289723001,STIB-56
STIB-124901941289723001,STIB-56
STIB-124901942289723001,STIB-56
STIB-124901943289723001,STIB-56
STIB-124901944289723001,STIB-56
STIB-124901945289723001,STIB-56
STIB-124901946289723001,STIB-56
STIB-124901947289723001,STIB-56
STIB-124901948289723001,STIB-56
STIB-124901949289723001,STIB-56
STIB-124901950289723001,STIB-56
STIB-124901951289723001,STIB-56
STIB-124901952289723001,STIB-56
STIB-124901953289723001,STIB-56
STIB-124901954289723001,STIB-56
STIB-124901955289723001,STIB-56
STIB-124901956289723001,STIB-56
STIB-124901957289723001,STIB-56
STIB-124901958289723001,STIB-56
STIB-124901959289723001,STIB-56
STIB-124901960289723001,STIB-56
STIB-124901961289723001,STIB-56
STIB-124901962289723001,STIB-56
STIB-124901963289723001,STIB-56
STIB-124901964289723001,STIB-56
STIB-124901965289723001,STIB-56
STIB-124901966289723001,STIB-56
STIB-124901967289723001,STIB-56
